,Unnamed: 0,abstract
1660,1660,"In this review, I look at the recent literature on news as a source of economic fluctuations. The main question in this literature is: how does the aggregate economy respond to a shock that raises consumers' and firms' expectations about future productivity growth&quest; I discuss how different papers have addressed this question, emphasizing the mechanisms at work under different specifications of preferences and technology, under different assumptions about nominal and real rigidities, and under different assumptions about the agents' information structure. I also briefly discuss some challenges faced by the empirical literature on the topic."
1661,1661,"The past 25 years have represented two periods of extreme movements in U.S. and global house prices that appear to be much larger than can be easily explained by changes in fundamentals. These episodes spurred research on housing bubbles that focused attention on the role of outsized expectations in excessive house price appreciation. By contrast, some economists pointed to alternative explanations for excess volatility, including liquidity constraints, lending cycles, search externalities, and zoning delays. Empirical work supports the role of these factors in explaining at least some of the cyclical variation of house prices and inventories of homes for sale. Existing research does not yet provide a crisp definition of a housing bubble nor does it allow researchers to predict where or when bubbles can occur."
1662,1662,"We describe recent advances in the study of rent seeking and corruption in financial markets. We outline three areas of inquiry: (a) conceptualizing rent seeking, (b) identifying rent-provision channels and their general equilibrium impact, and (c) designing feasible remedial mechanisms. We provide suggestions for making further progress in these areas and review a variety of approaches taken in the recent literature."
1663,1663,"Laboratory studies have documented that women often respond less favorably to competition than men. Conditional on performance, men are often more eager to compete, and the performance of men tends to respond more positively to an increase in competition. This means that few women enter and win competitions. We review studies that examine the robustness of these differences as well the factors that may give rise to them. Both laboratory and field studies largely confirm these initial findings, showing that gender differences in competitiveness tend to result from differences in overconfidence and in attitudes toward competition. Gender differences in risk aversion, however, seem to play a smaller and less robust role. We conclude by asking what could and should be done to encourage qualified males and females to compete."
1664,1664,"The goal of this article is to provide a general characterization of the aggregate behavior of a group in a market environment. We allow for public and private consumption, intragroup production, and consumption externalities within a group; we only assume that the group always reaches Pareto-efficient decisions. We show that aggregation problems involve a simple mathematical structure: The aggregate demand of the group, considered as a vector field, can be decomposed into a sum of gradients. We briefly introduce exterior differential calculus as a tool to study this structure. We analyze two main issues. One is testability: What restrictions (if any) on the aggregate demand function characterize the efficient behavior of the group? The second issue relates to identifiability; we investigate the conditions under which it is possible to recover the underlying structure?namely, individual preferences, the decision process, and the resulting intragroup transfers?from the group's aggregate behavior."
1665,1665,This review surveys a few major questions in the field of decision theory. It is argued that a re-examination of some of the fundamental concepts in decision theory may have important implications to theoretical and even empirical research in economics and related fields.
1666,1666,"This review discusses the use of discrete choice dynamic programming (DCDP) methods for evaluating policies of particular relevance to developing countries, such as policies to reduce child labor and increase school attendance, improve school quality, affect immigration flows, expand old-age pension benefits, or foster small-business investment through microfinance. We describe the DCDP framework and how it relates to static models, illustrate its application with an example related to conditional cash transfer programs, consider numerous empirical applications from the literature of how the DCDP methodology has been used to address substantively important policy issues, and discuss methods for model validation."
1667,1667,"We critically review the recent literature on currency unions and discuss the methodological challenges posed by the empirical assessment of their costs and benefits. In the process, we provide evidence on the economic effects of the euro. In particular, and in contrast with estimates of the trade effect of other currency unions, we find that the euro's impact on trade has been close to zero. After reviewing the costs and benefits of joining a currency union, we conclude with some open questions on normative and positive aspects of the theory of currency unions, emphasizing the need for a unified welfare-based framework to weigh their costs and gains."
1668,1668,"This article reviews important concepts and methods that are useful for hypothesis testing. First, we discuss the Neyman-Pearson framework. Various approaches to optimality are presented, including finite-sample and large-sample optimality. Then, we summarize some of the most important methods, as well as resampling methodology, which is useful to set critical values. Finally, we consider the problem of multiple testing, which has witnessed a burgeoning literature in recent years. Along the way, we incorporate some examples that are current in the econometrics literature. While many problems with well-known successful solutions are included, we also address open problems that are not easily handled with current technology, stemming from such issues as lack of optimality or poor asymptotic approximations."
1669,1669,"We present a survey of recent contributions in empirical organizational economics, focusing on management practices and decentralization. Productivity dispersion between firms and countries has motivated the improved measurement of firm organization across industries and countries. There appears to be substantial variation in management practices and decentralization not only between countries, but also especially within countries. Much of the poorer average management quality in countries like Brazil and India seems to result from a long tail of poorly managed firms, which barely exist in the United States. Some stylized facts include the following: (a) Competition seems to foster improved management and decentralization; (b) larger firms, skill-intensive plants, and foreign multinationals appear better managed and are more decentralized; (c) firms that are both family owned and managed appear to have worse management and are more centralized; and (d) firms facing an environment of lighter labor market regulations and more human capital specialize relatively more in people management. There is evidence for complementarities between information and communication technology, decentralization, and management, but the relationship is complex, and identification of the productivity effects of organizational practices remains a challenge for future research."
1670,1670,"This article reviews the theoretical and the empirical literature on regionalism. The formation of regional trade agreements has been, by far, the most popular form of reciprocal trade liberalization in the past 15 years. The discriminatory character of these agreements has raised three main concerns: that trade diversion would be rampant, because special interest groups would induce governments to form the most distortionary agreements; that broader external trade liberalization would stall or reverse; and that multilateralism could be undermined. Theoretically, all these concerns are legitimate, although there are also several theoretical arguments that oppose them. Empirically, neither widespread trade diversion nor stalled external liberalization has materialized, whereas the undermining of multilateralism has not been properly tested. There are also several aspects of regionalism that have received too little attention from researchers, but which are central to understanding its causes and consequences."
1671,1671,"Identification in econometric models maps prior assumptions and the data to information about a parameter of interest. The partial identification approach to inference recognizes that this process should not result in a binary answer that consists of whether the parameter is point identified. Rather, given the data, the partial identification approach characterizes the informational content of various assumptions by providing a menu of estimates, each based on different sets of assumptions, some of which are plausible and some of which are not. Of course, more assumptions beget more information, so stronger conclusions can be made at the expense of more assumptions. The partial identification approach advocates a more fluid view of identification and hence provides the empirical researcher with methods to help study the spectrum of information that we can harness about a parameter of interest using a menu of assumptions. This approach links conclusions drawn from various empirical models to sets of assumptions made in a transparent way. It allows researchers to examine the informational content of their assumptions and their impacts on the inferences made. Naturally, with finite sample sizes, this approach leads to statistical complications, as one needs to deal with characterizing sampling uncertainty in models that do not point identify a parameter. Therefore, new methods for inference are developed. These methods construct confidence sets for partially identified parameters, and confidence regions for sets of parameters, or identifiable sets."
1672,1672,"Axiomatic analysis of intergenerational social preferences over infinite streams of well-being faces the following dilemma. Equal treatment of generations combined with sensitivity for the interests of each generation rules out explicitly defined preferences that can rank any pair of infinite well-being streams. Hence, either intergenerational social preferences must be incomplete or equal treatment and sensitivity must be compromised. This critical review of axiomatic analyses of preferences over infinite streams evaluates different kinds of intergenerational social preferences by comparing their axiomatic basis as well as their performance in simple present-future conflicts. The scope for application is discussed, using real-world intergenerational conflicts (such as global warming) as a backdrop."
1673,1673,"We consider the purpose and design of the World Trade Organization (WTO) and its predecessor, the General Agreement on Tariffs and Trade (GATT), and review recent developments in the relevant theoretical and empirical literature. We describe the GATT/WTO architecture and briefly trace its historical antecedents. We suggest that the existing literature provides a useful framework for understanding and interpreting central features of the design and practice of the GATT/WTO, and we identify key unresolved issues."
1674,1674,"We discuss the goals and means of positive decision theory and the implications for how to do decision theory. We argue that the goal of positive economic theory generally is to provide predictions and understanding and that representation theorems and other results of decision theory should be seen as ways to achieve these goals. We also argue that the interpretation of a model is relevant to whether and how we use the model, that psychological considerations are not necessary for useful decision theory but can be helpful, and that nonchoice data, interpreted properly, can be valuable in predicting choice and therefore should not be ignored."
1675,1675,"How much does disease depress development in human capital and income around the world? I discuss a range of micro evidence, which finds that health is both human capital itself and an input to producing other forms of human capital. I use a standard model to integrate these results and suggest a reinterpretation of much of the micro literature. I then discuss the aggregate implications of micro estimates but note the complications in extrapolating to general equilibrium, especially because of health's effect on population size. I also review the macro evidence on this topic, which consists of either cross-country comparisons or measuring responses to health shocks. Micro estimates are one to two orders of magnitude smaller than the cross-country relationship but nevertheless imply high benefit-to-cost ratios from improving certain forms of health."
1676,1676,We describe recent advances in the empirical analysis of insurance markets. This new research proposes ways to estimate individual demand for insurance and the relationship between prices and insurer costs in the presence of adverse and advantageous selection. We discuss how these models permit the measurement of welfare distortions arising from asymmetric information and the welfare consequences of potential government policy responses. We also discuss some challenges in modeling imperfect competition between insurers and outline a series of open research questions.
1677,1677,"When economists have considered organizations, much attention has focused on the boundary of the firm, rather than its internal structures and processes. In contrast, this review sketches three approaches to the economic theory of internal organization?one substantially developed, another rapidly emerging, and a third on the horizon. The first approach (pricing) applies Pigou's prescription: If markets get prices wrong, then the economist's job is to fix the prices. The second approach (politics) considers environments where important actions inside organizations simply cannot be priced, so power and control become central. Finally, the third approach (path dependence) complements the first two by shifting attention from the between variance to the within. That is, rather than asking how organizations confronting different circumstances should choose different structures and processes, the focus here is on how path dependence can cause persistent performance differences among seemingly similar enterprises."
1678,1678,"Econometric models of dynamic discrete choice processes are applied to a wide variety of economic problems. Recent research on their empirical content has brought important new insights. It has clarified the conditions for their identification from choice and covariate panel data in the absence of dynamic selection on unobservables. It has provided important new identification results for discrete-time models with unobserved heterogeneity and unobserved states. Finally, it has enhanced the attractiveness of continuous-time models, by developing new insights on the identification of continuous-time optimal stopping models. Current developments in the literature promise to shed further light on the specification and identification of models with unobserved state variables, theory-based nonproportional hazard models, continuous-time optimal stopping models with time-varying covariates, and dynamic games in discrete and continuous time."
1679,1679,"Differences in technology levels across countries account for a large component of the differences in wages and per-capita GDP across countries worldwide. This article reviews micro studies of the adoption of new technologies and the use of inputs complementary with new technologies to shed light on the barriers to technology diffusion in low-income countries. Among the factors examined affecting decisions pertaining to technology choice and input allocations are the financial and nonfinancial returns to adoption, one's own learning and social learning, technological externalities, scale economies, schooling, credit constraints, risk and incomplete insurance, and departures from behavioral rules implied by simple models of rationality."
1680,1680,"The market selection hypothesis states that, among expected utility maximizers, competitive markets select for agents with correct beliefs. In some economies this hypothesis holds, whereas in others it fails. It holds in complete-markets economies with a common discount factor and bounded aggregate consumption. It can fail when markets are incomplete, when consumption grows too quickly, or when discount factors and beliefs are correlated. These insights have implications for the general equilibrium modeling of asset prices and macroeconomic phenomena."
1681,1681,"The study of social interactions has enriched both the domain of inquiry of economists and the way economists conceptualize individual decision making. The review aims to introduce the classes of models that accommodate estimation of social interactions and to examine the key areas where significant advances have been made in the identification of social effects. It surveys linear and nonlinear models and their applications, including results regarding partial identification. The review also examines conceptual and methodological links with the spatial econometrics and the social networks literatures. It considers empirical applications in the context of our methodological overview."
1682,1682,"We review different empirical approaches that researchers have taken to estimate how consumption responds to income changes. We critically evaluate the empirical evidence on the sensitivity of consumption to predicted income changes, distinguishing between the traditional excess sensitivity tests and the effect of predicted income increases and income declines. We also review studies that attempt to estimate the marginal propensity to consume out of income shocks, distinguishing between three different approaches: identifying episodes in which income changes unexpectedly, relying on the covariance restrictions that the theory imposes on the joint behavior of consumption and income growth, and combining realizations and expectations of income or consumption in surveys in which data on subjective expectations are available."
1683,1683,"This review provides a common framework for researchers thinking about the next generation of micro-founded macro models of growth, inequality, and financial deepening, as well as direction for policy makers targeting microfinance programs to alleviate poverty. Topics include treatment of financial structure general equilibrium models: testing for as-if-complete markets or other financial underpinnings; examining dual-sector models with both a perfectly intermediated sector and a sector in financial autarky, as well as a second generation of these models that embeds information problems and other obstacles to trade; designing surveys to capture measures of income, investment/savings, and flow of funds; and aggregating individuals and households to the level of network, village, or national economy. The review concludes with new directions that overcome conceptual and computational limitations."
1684,1684,"Although employment at individual firms tends to be highly nonstationary, the employment size distribution of all firms in the United States appears to be stationary. It closely resembles a Pareto distribution. There is a lot of entry and exit, mostly of small firms. This review surveys general equilibrium models that can be used to interpret these facts and explores the role of innovation by new and incumbent firms in determining aggregate growth. The existence of a balanced growth path with a stationary employment size distribution depends crucially on assumptions made about the cost of entry. Some type of labor must be an essential input in setting up new firms."
1685,1685,"Microeconomic data on individual firms and employer-employee matches reveal substantial and persistent dispersion in firm size, productivity, and average wage paid and a positive correlation between each pair. To the extent that intrinsic differences in firm productivity explain these facts, there are several important consequences. First, the reallocation of employment from less to more productive firms will yield efficiency gains. Second, workers will find it in their interest to seek out higher-paying employers. Recent research has provided support for both hypotheses. Third, the existence of worker and employer heterogeneity offers possible gains from sorting. However, because the problem of identifying the presence of sorting is model dependent, it is too early for conclusions about its significance."
1686,1686,"The current financial crisis has highlighted the changing role of financial institutions and the growing importance of the shadow banking system, which grew on the back of the securitization of assets and the integration of banking with capital market developments. This trend has been most pronounced in the United States but has had a profound influence on the global financial system as a whole. In a market-based financial system, banking and capital market developments are inseparable, and funding conditions are closely tied to the fluctuations in leverage of market-based financial intermediaries. Balance-sheet growth of market-based financial intermediaries provides a window on liquidity in the sense of the availability of credit, whereas financial crises tend to be associated with contractions of balance sheets. We describe the changing nature of financial intermediation in the market-based financial system, chart the course of the recent financial crisis, and outline the policy responses that have been implemented by the Federal Reserve and other central banks to counter it."
1687,1687,"Does competition spur productivity? And if so, how does it accomplish this? These have long been regarded as central questions in economics. This article reviews the literature that makes progress toward answering both questions."
1688,1688,"We provide a selective survey of empirical evidence on the effects as well as the drivers of persuasive communication. We consider persuasion directed at consumers, voters, donors, and investors. We organize our review around four questions. First, to what extent does persuasion affect the behavior of each of these groups? Second, what models best capture the response to persuasive communication? Third, what are persuaders' incentives, and what limits their ability to distort communications? Finally, what evidence exists on the way persuasion affects equilibrium outcomes in economics and politics?"
1689,1689,"We review the recent evidence on commitment devices and discuss how this evidence relates to theoretical questions about the demand for, and effectiveness of, commitment. Several important distinctions emerge. First, we distinguish between what we call hard and soft commitments and identify how soft commitments, in particular, can help with various dilemmas, both in explaining empirical behavior and in designing effective commitment devices. Second, we highlight the importance of certain modeling assumptions in predicting when commitment devices will be demanded and examine the laboratory and field evidence on the demand for commitment devices. Third, we present the evidence on both informal and formal commitment devices, and we conclude with a discussion of policy implications, including sin taxes, consumer protection, and commitment device design."
1690,1690,"Any psychologist who has studied eyewitness accounts knows first of all how unreliable they are. I therefore submit this informal account of some developments in economic theory without research, just as a set of recollections. It is also not an autobiography, nor a systematic account of my own work. Rather, I consider primarily those developments in economic theory that have had both general interest in the field and special concern for me. For example, as social choice theory is still a specialized field, I am not going to discuss it at all. Further, as it has turned out, I emphasize the developments of technique, although to some extent I refer to some of the underlying visions of the economy to which they are applied. To evaluate my eyewitness testimony, I give the reader some idea of my background and, in particular, the path that led me to be an economist and that has influenced my work and my perception of the development of economics in general. (As my friend Paul David keeps on reminding me and the rest of the world, all development is path-dependent.) I then follow up with four major aspects of economic research in the last 60 years, the period of my scholarly activity. One, econometric methodology and practice, is of such fundamental importance that it cannot go unnoticed, although I played no role in it. With the other three, general equilibrium, dynamic processes, and uncertainty and information, I was more intimately involved."
1691,1691,"In this article, we review the empirical evidence on the impact of education vouchers on student achievement and briefly discuss the evidence from other forms of school choice. The best research to date finds relatively small achievement gains for students offered education vouchers, most of which are not statistically different from zero. Furthermore, what little evidence exists regarding the potential for public schools to respond to increased competitive pressure generated by vouchers suggests that one should remain wary that large improvements would result from a more comprehensive voucher system. The evidence from other forms of school choice is also consistent with this conclusion. Many questions remain unanswered, however, including whether vouchers have longer-run impacts on outcomes such as graduation rates, college enrollment, or even future wages, and whether vouchers might nevertheless provide a costneutral alternative to our current system of public education provision at the elementary and secondary school level."
1692,1692,"We survey an emerging literature at the intersection of organizational economics and international trade. We argue that a proper modeling of the organizational aspects of production provides valuable insights on the aggregate workings of the world economy. In reviewing the literature, we describe certain predictions of standard models that are affected or even overturned when organizational decisions are brought into the analysis. We also suggest potentially fruitful areas for future research."
1693,1693,"This article provides a survey of a growing body of empirical evidence that points toward the important long-term effects that historic events can have on economic development. The most recent studies, using microlevel data and more sophisticated identification techniques, have moved beyond testing whether history matters and attempt to identify exactly why history matters. The most commonly examined channels include institutions, culture, knowledge and technology, and movements between multiple equilibria. The article concludes with a discussion of the questions that remain and the direction of current research in the literature."
1694,1694,"This article reviews econometric methods for health outcomes and health care costs that are used for prediction and forecasting, risk adjustment, resource allocation, technology assessment, and policy evaluation. It focuses on the principles and practical application of data visualization and statistical graphics and how these can enhance applied econometric analysis. Particular attention is devoted to methods for skewed and heavy-tailed distributions. Practical examples show how these methods can be applied to data on individual healthcare costs and health outcomes. Topics include: an introduction to data visualization; data description and regression; generalized linear models; flexible parametric models; semiparametric models; and an application to biomarkers."
1695,1695,"Spatial econometrics can be defined in a narrow and in a broader sense. In a narrow sense it refers to methods and techniques for the analysis of regression models using data observed within discrete portions of space such as countries or regions. In a broader sense it is inclusive of the models and theoretical instruments of spatial statistics and spatial data analysis to analyze various economic effects such as externalities, interactions, spatial concentration and many others. Indeed, the reference methodology for spatial econometrics lies on the advances in spatial statistics where it is customary to distinguish between different typologies of data that can be encountered in empirical cases and that require different modelling strategies. A first distinction is between continuous spatial data and data observed on a discrete space. Continuous spatial data are very common in many scientific disciplines (such as physics and environmental sciences), but are still not currently considered in the spatial econometrics literature. Discrete spatial data can take the form of points, lines and polygons. Point data refer to the position of the single economic agent observed at an individual level. Lines in space take the form of interactions between two spatial locations such as flows of goods, individuals and information. Finally data observed within polygons can take the form of predefined irregular portions of space, usually administrative partitions such as countries, regions or counties within one country."
1696,1696,"In systems theory, it is well known that the parameter spaces of dynamical systems are stratified into bifurcation regions, with each supporting a different dynamical solution regime. Some can be stable, with different characteristics, such as monotonic stability, periodic damped stability, or multiperiodic damped stability, and some can be unstable, with different characteristics, such as periodic, multiperiodic, or chaotic unstable dynamics. But in general the existence of bifurcation boundaries is normal and should be expected from most dynamical systems, whether linear or nonlinear. Bifurcation boundaries in parameter space are not evidence of model defect. While existence of such bifurcation boundaries is well known in economic theory, econometricians using macroeconometric models rarely take bifurcation into consideration, when producing policy simulations from macroeconometrics models. Such models are routinely simulated only at the point estimates of the models' parameters."
1697,1697,This monograph reviews the econometric literature on the estimation of stochastic frontiers and technical efficiency. Special attention is devoted to current research.
1698,1698,"Much of economists' statistical work centers on testing hypotheses in which parameter values are partitioned between a null hypothesis and an alternative hypothesis in order to distinguish two views about the world. Our traditional procedures are based on the probabilities of a test statistic under the null but ignore what the statistics say about the probability of the test statistic under the alternative. Traditional procedures are not intended to provide evidence for the relative probabilities of the null versus alternative hypotheses, but are regularly treated as if they do. Unfortunately, when used to distinguish two views of the world, traditional procedures can lead to wildly misleading inference. In order to correctly distinguish between two views of the world, one needs to report the probabilities of the hypotheses given parameter estimates rather than the probability of the parameter estimates given the hypotheses. This monograph shows why failing to consider the alternative hypothesis often leads to incorrect conclusions. I show that for most standard econometric estimators, it is not difficult to compute the proper probabilities using Bayes theorem. Simple formulas that require only information already available in standard estimation reports are provided. I emphasize that frequentist approaches for deciding between the null and alternative hypothesis are not free of priors. Rather, the usual procedures involve an implicit, unstated prior that is likely to be far from scientifically neutral."
1699,1699,"This monograph presents the basics of the composite marginal likelihood (CML) inference approach, discussing the asymptotic properties of the CML estimator and the advantages and limitations of the approach. The composite marginal likelihood (CML) inference approach is a relatively simple approach that can be used when the full likelihood function is practically infeasible to evaluate due to underlying complex dependencies. The history of the approach may be traced back to the pseudo-likelihood approach of Besag (1974) for modeling spatial data, and has found traction in a variety of fields since, including genetics, spatial statistics, longitudinal analyses, and multivariate modeling. However, the CML method has found little coverage in the econometrics field, especially in discrete choice modeling. This monograph fills this gap by identifying the value and potential applications of the method in discrete dependent variable modeling as well as mixed discrete and continuous dependent variable model systems. In particular, it develops a blueprint (complete with matrix notation) to apply the CML estimation technique to a wide variety of discrete and mixed dependent variable models."
1700,1700,"In this survey, we evaluate estimators by comparing their asymptotic variances. The role of the efficiency bound, in this context, is to give a lower bound to the asymptotic variance of an estimator. An estimator with asymptotic variance equal to the efficiency bound can therefore be said to be asymptotically efficient. These bounds are also useful for understanding how the features of a given model affect the accuracy of parameter estimation."
1701,1701,"Practitioners do not always use research findings, sometimes because the research is not always conducted in a manner relevant to real-world practice. This survey seeks to close the gap between research and practice on short-term forecasting in real time. Towards this end, we review the most relevant recent contributions to the literature, examine their pros and cons, and we take the liberty of proposing some lines of future research. We include bridge equations, MIDAS, VARs, factor models and Markov-switching factor models, all allowing for mixed-frequency and ragged ends. Using the four constituent monthly series of the Stock?Watson coincident index, industrial production, employment, income and sales, we evaluate their empirical performance to forecast quarterly US GDP growth rates in real time. Finally, we review the main results regarding the number of predictors in factor based forecasts and how the selection of the more informative or representative variables can be made."
1702,1702,"Here we present a selected survey in which we attempt to break down the ever burgeoning literature on inference in the presence of weak instruments into issues of estimation, hypothesis testing and confidence interval construction. Within this literature a variety of different approaches have been adopted and one of the contributions of this survey is to examine some of the links between them. The vehicle that we will use to establish these links will be the small concentration results of Poskitt and Skeels (2007), which can be used to characterize various special cases when instruments are weak. We make no attempt to provide an exhaustive survey of all of the literature related to weak instruments. Contributions along these lines can be found in, inter alia , Stock et al. (2002), Dufour (2003), Hahn and Hausman (2003), and Andrews and Stock (2007), and we view this survey as complementary to those earlier works."
1703,1703,"Nonparametric estimators are widely used to estimate the productive efficiency of firms and other organizations, but often without any attempt to make statistical inference. Recent work has provided statistical properties of these estimators as well as methods for making statistical inference, and a link between frontier estimation and extreme value theory has been established. New estimators that avoid many of the problems inherent with traditional efficiency estimators have also been developed; these new estimators are robust with respect to outliers and avoid the well-known curse of dimensionality. Statistical properties, including asymptotic distributions, of the new estimators have been uncovered. Finally, several approaches exist for introducing environmental variables into production models; both two-stage approaches, in which estimated efficiencies are regressed on environmental variables, and conditional efficiency measures, as well as the underlying assumptions required for either approach, are examined."
1704,1704,"Many studies in econometric theory are supplemented by Monte Carlo simulation investigations. These illustrate the properties of alternative inference techniques when applied to samples drawn from mostly entirely synthetic data generating processes. They should provide information on how techniques, which may be sound asymptotically, perform in finite samples and then unveil the effects of model characteristics too complex to analyze analytically. Also the interpretation of applied studies should often benefit when supplemented by a dedicated simulation study, based on a design inspired by the postulated actual empirical data generating process, which would come close to bootstrapping. This review presents and illustrates the fundamentals of conceiving and executing such simulation studies, especially synthetic but also more dedicated, focussing on controlling their accuracy, increasing their efficiency, recognizing their limitations, presenting their results in a coherent and palatable way, and on the appropriate interpretation of their actual findings, especially when the simulation study is used to rank the qualities of alternative inference techniques."
1705,1705,"We review a nonparametric ""revealed preference"" methodology for analyzing collective consumption behavior in practical applications. The methodology allows for accounting for externalities, public consumption, and the use of assignable quantity information in the consumption analysis. This provides a framework for empirically assessing welfare-related questions that are specific to the collective model of household consumption. As a first step, we discuss the testable necessary and sufficient conditions for data consistency with special cases of the collective model (e.g., the case with all goods publicly consumed, and the case with all goods privately consumed without externalities); these conditions can be checked by means of mixed integer (linear) programming (MIP) solution algorithms. Next, we focus on a testable necessary condition for the most general model in our setting (i.e., the case in which any good can be publicly consumed as well as privately consumed, possibly with externalities); again, this condition can be checked by means of MIP solution algorithms. Even though this general model imposes minimal structure a priori , we show that the MIP characterization allows for deriving bounds on the feasible income shares. Finally, we illustrate our methods by some empirical applications to data drawn from the Russian Longitudinal Monitoring Survey."
1706,1706,"This survey gives a brief overview of the literature on the difference-in-difference (DiD) estimation strategy and discusses major issues using a treatment effects perspective. In this sense, this survey gives a somewhat different view on DiD than the standard textbook discussion of the DiD model, but it will not be as complete as the latter. It contains some extensions of the literature, for example, a discussion of, and suggestions for nonlinear DiD estimators as well as DiD estimators based on propensity-score type matching methods."
1707,1707,"Spatial panel models have panel data structures to capture spatial interactions across spatial units and over time. There are static as well as dynamic models. This text provides some recent developments on the specification and estimation of such models. The first part will consider estimation for static models. The second part is devoted to the estimation for spatial dynamic panels, where both stable and unstable dynamic models with fixed effects will be considered."
1708,1708,"Macroeconomic practitioners frequently work with multivariate time series models such as VARs, factor augmented VARs as well as time-varying parameter versions of these models (including variants with multivariate stochastic volatility). These models have a large number of parameters and, thus, over-parameterization problems may arise. Bayesian methods have become increasingly popular as a way of overcoming these problems. In this monograph, we discuss VARs, factor augmented VARs and time-varying parameter extensions and show how Bayesian inference proceeds. Apart from the simplest of VARs, Bayesian inference requires the use of Markov chain Monte Carlo methods developed for state space models and we describe these algorithms. The focus is on the empirical macroeconomist and we offer advice on how to use these models and methods in practice and include empirical illustrations. A website provides Matlab code for carrying out Bayesian inference in these models."
1709,1709,"The purpose of this monograph is to present a unified econometric framework for dealing with the issues of endogeneity in Markovswitching models and time-varying parameter models, as developed by Kim (2004, 2006, 2009), Kim and Nelson (2006), Kim et al. (2008), and Kim and Kim (2009). While Cogley and Sargent (2002), Primiceri (2005), Sims and Zha (2006), and Sims et al. (2008) consider estimation of simultaneous equations models with stochastic coefficients as a system, we deal with the LIML (limited information maximum likelihood) estimation of a single equation of interest out of a simultaneous equations model. Our main focus is on the two-step estimation procedures based on the control function approach, and we show how the problem of generated regressors can be addressed in second-step regressions."
1710,1710,"Econometric analysis of large dimensional factor models has been a heavily researched topic in recent years. This review surveys the main theoretical results that relate to static factor models or dynamic factor models that can be cast in a static framework. Among the topics covered are how to determine the number of factors, how to conduct inference when estimated factors are used in regressions, how to assess the adequacy of observed variables as proxies for latent factors, how to exploit the estimated factors to test unit root tests and common trends, and how to estimate panel cointegration models. The fundamental result that justifies these analyses is that the method of asymptotic principal components consistently estimates the true factor space. We use simulations to better understand the conditions that can affect the precision of the factor estimates."
1711,1711,"This review is a primer for those who wish to familiarize themselves with nonparametric econometrics. Though the underlying theory for many of these methods can be daunting for some practitioners, this article will demonstrate how a range of nonparametric methods can in fact be deployed in a fairly straightforward manner. Rather than aiming for encyclopedic coverage of the field, we shall restrict attention to a set of touchstone topics while making liberal use of examples for illustrative purposes. We will emphasize settings in which the user may wish to model a dataset comprised of continuous, discrete, or categorical data (nominal or ordinal), or any combination thereof. We shall also consider recent developments in which some of the variables involved may in fact be irrelevant, which alters the behavior of the estimators and optimal bandwidths in a manner that deviates substantially from conventional approaches."
1712,1712,"The overall objectives of this review and synthesis are to study the basics of information-theoretic methods in econometrics, to examine the connecting theme among these methods, and to provide a more detailed summary and synthesis of the sub-class of methods that treat the observed sample moments as stochastic. Within the above objectives, this review focuses on studying the inter-connection between information theory, estimation, and inference. To achieve these objectives, it provides a detailed survey of information-theoretic concepts and quantities used within econometrics. It also illustrates the use of these concepts and quantities within the subfield of information and entropy econometrics while paying special attention to the interpretation of these quantities. The relationships between information-theoretic estimators and traditional estimators are discussed throughout the survey. This synthesis shows that in many cases information-theoretic concepts can be incorporated within the traditional likelihood approach and provide additional insights into the data processing and the resulting inference."
